000.000 =============================================================
000.000                     Station A                               
000.000 -------------------------------------------------------------
000.000 Protocol.lib, version 4.0, jiangyanjun0718@bupt.edu.cn
000.000 Channel: 8000 bps, 270 ms propagation delay, bit error rate 1.0E-04
000.000 Log file "afb.log", TCP port 59144, debug mask 0x03
000.000 Station A is waiting for station B on TCP port 59144 ... Done.
000.441 New epoch: Sun May 19 16:56:17 2019
000.442 =================================================================
000.442 
000.442 Designed by yu, build: May 19 2019  16:55:51
597.060 Send DATA 62 54, ID 10894
597.108 Recv DATA 55 57, ID 20887
597.331 Send DATA 63 55, ID 10895
597.364 **** Receiver Error, Bad CRC Checksum
597.601 Send DATA 0 55, ID 10896
597.635 **** Receiver Error, Bad CRC Checksum
597.779 ---- DATA 58 timeout
597.779 Send DATA 58 55, ID 10890
597.907 **** Receiver Error, Bad CRC Checksum
598.129 Send DATA 59 55, ID 10891
598.161 Recv DATA 52 57, ID 20884
598.384 Send DATA 60 55, ID 10892
598.438 Recv DATA 53 57, ID 20885
598.645 Send DATA 61 55, ID 10893
598.678 **** Receiver Error, Bad CRC Checksum
598.916 Send DATA 62 55, ID 10894
598.947 Recv DATA 55 57, ID 20887
599.170 Send DATA 63 55, ID 10895
599.218 Recv DATA 56 57, ID 20888
599.219 .... 889 packets received, 3042 bps, 38.03%, Err 480 (1.0e-04)
599.442 Send DATA 0 56, ID 10896
599.489 Recv DATA 50 57, ID 20882
599.710 ---- DATA 58 timeout
599.710 Send DATA 58 56, ID 10890
599.743 Recv DATA 51 57, ID 20883
599.968 Send DATA 59 56, ID 10891
600.001 Recv DATA 52 57, ID 20884
600.239 Send DATA 60 56, ID 10892
600.271 Recv DATA 53 57, ID 20885
600.493 Send DATA 61 56, ID 10893
600.542 Recv DATA 54 57, ID 20886
600.768 Send DATA 62 56, ID 10894
600.800 Recv DATA 55 57, ID 20887
601.020 Send DATA 63 56, ID 10895
601.053 Recv DATA 56 58, ID 20888
601.289 Send DATA 0 56, ID 10896
601.321 Recv DATA 57 59, ID 20889
601.322 .... 890 packets received, 3035 bps, 37.93%, Err 480 (1.0e-04)
601.546 Send DATA 1 57, ID 10897
601.595 Recv DATA 58 60, ID 20890
601.819 Send DATA 2 58, ID 10898
601.851 Recv DATA 59 61, ID 20891
602.075 Send DATA 3 59, ID 10899
602.122 Recv DATA 60 61, ID 20892
602.346 Send DATA 4 60, ID 10900
602.394 Recv DATA 61 61, ID 20893
602.522 ---- DATA 62 timeout
602.522 Send DATA 62 61, ID 10894
602.632 **** Receiver Error, Bad CRC Checksum
602.866 Send DATA 63 61, ID 10895
602.915 Recv DATA 63 61, ID 20895
603.138 Send DATA 0 61, ID 10896
603.186 Recv DATA 0 61, ID 20896
603.395 Send DATA 1 61, ID 10897
603.443 **** Receiver Error, Bad CRC Checksum
603.666 Send DATA 2 61, ID 10898
603.715 **** Receiver Error, Bad CRC Checksum
603.936 Send DATA 3 61, ID 10899
603.968 Recv DATA 60 62, ID 20892
604.190 Send DATA 4 61, ID 10900
604.243 Recv DATA 61 63, ID 20893
604.454 Send DATA 5 61, ID 10901
604.502 Recv DATA 62 63, ID 20894
604.502 .... 895 packets received, 3036 bps, 37.95%, Err 484 (1.0e-04)
604.726 Send DATA 6 62, ID 10902
604.758 **** Receiver Error, Bad CRC Checksum
604.902 ---- DATA 0 timeout
604.902 Send DATA 0 62, ID 10896
605.030 Recv DATA 0 63, ID 20896
605.254 Send DATA 1 62, ID 10897
605.286 Recv DATA 1 63, ID 20897
605.508 Send DATA 2 62, ID 10898
605.541 Recv DATA 2 63, ID 20898
605.778 Send DATA 3 62, ID 10899
605.810 Recv DATA 3 63, ID 20899
606.049 Send DATA 4 62, ID 10900
606.082 Recv DATA 4 63, ID 20900
606.304 Send DATA 5 62, ID 10901
606.336 Recv DATA 5 63, ID 20901
606.576 Send DATA 6 62, ID 10902
606.609 Recv DATA 63 63, ID 20895
606.609 .... 896 packets received, 3029 bps, 37.86%, Err 485 (1.0e-04)
606.831 ---- DATA 0 timeout
606.832 Send DATA 0 63, ID 10896
606.863 **** Receiver Error, Bad CRC Checksum
607.098 Send DATA 1 63, ID 10897
607.130 Recv DATA 1 63, ID 20897
607.368 Send DATA 2 63, ID 10898
607.401 Recv DATA 2 63, ID 20898
607.627 Send DATA 3 63, ID 10899
607.663 Recv DATA 3 63, ID 20899
607.892 Send DATA 4 63, ID 10900
607.909 Recv DATA 4 63, ID 20900
608.148 Send DATA 5 63, ID 10901
608.195 Recv DATA 5 0, ID 20901
608.418 Send DATA 6 63, ID 10902
608.450 **** Receiver Error, Bad CRC Checksum
608.686 Send DATA 7 63, ID 10903
608.703 **** Receiver Error, Bad CRC Checksum
608.862 ---- DATA 1 timeout
608.863 Send DATA 1 63, ID 10897
608.973 **** Receiver Error, Bad CRC Checksum
609.211 Send DATA 2 63, ID 10898
609.245 Recv DATA 2 4, ID 20898
609.468 Send DATA 3 63, ID 10899
609.517 Recv DATA 3 5, ID 20899
609.742 Send DATA 4 63, ID 10900
609.773 Recv DATA 4 6, ID 20900
609.997 Send DATA 5 63, ID 10901
610.062 Recv DATA 5 7, ID 20901
610.271 Send DATA 6 63, ID 10902
610.320 **** Receiver Error, Bad CRC Checksum
610.524 Send DATA 7 63, ID 10903
610.556 Recv DATA 0 7, ID 20896
610.557 .... 897 packets received, 3012 bps, 37.65%, Err 492 (1.0e-04)
610.795 Send DATA 8 0, ID 10904
610.827 **** Receiver Error, Bad CRC Checksum
611.051 Send DATA 9 0, ID 10905
611.084 Recv DATA 2 7, ID 20898
611.324 Send DATA 10 0, ID 10906
611.356 **** Receiver Error, Bad CRC Checksum
611.579 Send DATA 11 0, ID 10907
611.626 Recv DATA 4 7, ID 20900
611.854 Send DATA 12 0, ID 10908
611.871 Recv DATA 5 7, ID 20901
612.108 Send DATA 13 0, ID 10909
612.141 Recv DATA 6 8, ID 20902
612.378 Send DATA 14 0, ID 10910
612.410 **** Receiver Error, Bad CRC Checksum
612.648 Send DATA 15 0, ID 10911
612.681 **** Receiver Error, Bad CRC Checksum
612.825 ---- DATA 9 timeout
612.825 Send DATA 9 0, ID 10905
612.953 Recv DATA 2 11, ID 20898
613.176 Send DATA 10 0, ID 10906
613.209 Recv DATA 3 12, ID 20899
613.435 Send DATA 11 0, ID 10907
613.482 Recv DATA 4 13, ID 20900
613.705 Send DATA 12 0, ID 10908
613.738 Recv DATA 5 14, ID 20901
613.961 Send DATA 13 0, ID 10909
614.009 Recv DATA 6 14, ID 20902
614.233 Send DATA 14 0, ID 10910
614.265 Recv DATA 7 14, ID 20903
614.490 Send DATA 15 0, ID 10911
614.538 Recv DATA 1 14, ID 20897
614.539 .... 898 packets received, 2996 bps, 37.45%, Err 497 (1.0e-04)
614.761 Send DATA 16 1, ID 10912
614.794 **** Receiver Error, Bad CRC Checksum
615.015 Send DATA 17 1, ID 10913
615.063 Recv DATA 3 14, ID 20899
615.288 Send DATA 18 1, ID 10914
615.321 Recv DATA 4 14, ID 20900
615.543 Send DATA 19 1, ID 10915
615.593 Recv DATA 5 14, ID 20901
615.816 Send DATA 20 1, ID 10916
615.833 Recv DATA 6 15, ID 20902
616.072 Send DATA 21 1, ID 10917
616.120 **** Receiver Error, Bad CRC Checksum
616.344 Send DATA 22 1, ID 10918
616.377 Recv DATA 8 15, ID 20904
616.521 ---- DATA 16 timeout
616.522 Send DATA 16 1, ID 10912
616.649 Recv DATA 2 15, ID 20898
616.649 .... 899 packets received, 2989 bps, 37.36%, Err 498 (1.0e-04)
616.866 Send DATA 17 2, ID 10913
616.899 Recv DATA 3 15, ID 20899
617.123 Send DATA 18 3, ID 10914
617.170 **** Receiver Error, Bad CRC Checksum
617.392 Send DATA 19 3, ID 10915
617.424 Recv DATA 5 15, ID 20901
617.664 Send DATA 20 3, ID 10916
617.697 Recv DATA 6 15, ID 20902
617.919 Send DATA 21 3, ID 10917
617.951 Recv DATA 7 15, ID 20903
618.179 Send DATA 22 3, ID 10918
618.228 **** Receiver Error, Bad CRC Checksum
618.453 ---- DATA 16 timeout
618.456 Send DATA 16 3, ID 10912
618.472 Recv DATA 9 15, ID 20905
618.710 Send DATA 17 3, ID 10913
618.756 Recv DATA 10 15, ID 20906
618.981 Send DATA 18 3, ID 10914
619.028 Recv DATA 4 15, ID 20900
619.029 .... 901 packets received, 2984 bps, 37.30%, Err 500 (1.0e-04)
619.237 Send DATA 19 4, ID 10915
619.286 Recv DATA 5 15, ID 20901
619.509 Send DATA 20 5, ID 10916
619.557 Recv DATA 6 15, ID 20902
619.768 Send DATA 21 6, ID 10917
619.801 Recv DATA 7 16, ID 20903
620.038 Send DATA 22 7, ID 10918
620.055 **** Receiver Error, Bad CRC Checksum
620.293 Send DATA 23 7, ID 10919
620.342 Recv DATA 9 18, ID 20905
620.565 Send DATA 24 7, ID 10920
620.614 Recv DATA 10 19, ID 20906
620.823 Send DATA 25 7, ID 10921
620.855 Recv DATA 11 20, ID 20907
621.092 Send DATA 26 7, ID 10922
621.125 **** Receiver Error, Bad CRC Checksum
621.348 Send DATA 27 7, ID 10923
621.379 Recv DATA 13 22, ID 20909
621.619 Send DATA 28 7, ID 10924
621.666 **** Receiver Error, Bad CRC Checksum
621.874 Send DATA 29 7, ID 10925
621.923 Recv DATA 8 24, ID 20904
621.924 .... 905 packets received, 2984 bps, 37.29%, Err 503 (1.0e-04)
622.146 Send DATA 30 8, ID 10926
622.193 Recv DATA 9 25, ID 20905
622.415 Send DATA 31 9, ID 10927
622.431 Recv DATA 10 26, ID 20906
622.666 Send DATA 32 10, ID 10928
622.699 Recv DATA 11 26, ID 20907
622.936 Send DATA 33 11, ID 10929
622.969 **** Receiver Error, Bad CRC Checksum
623.128 ---- DATA 27 timeout
623.128 Send DATA 27 11, ID 10923
623.224 Recv DATA 13 26, ID 20909
623.465 Send DATA 28 11, ID 10924
623.497 Recv DATA 14 26, ID 20910
623.722 Send DATA 29 11, ID 10925
623.770 Recv DATA 15 26, ID 20911
623.996 Send DATA 30 11, ID 10926
624.014 Recv DATA 16 26, ID 20912
624.253 Send DATA 31 11, ID 10927
624.301 Recv DATA 17 26, ID 20913
624.523 Send DATA 32 11, ID 10928
624.554 Recv DATA 18 27, ID 20914
624.792 Send DATA 33 11, ID 10929
624.824 Recv DATA 12 28, ID 20908
624.824 .... 909 packets received, 2983 bps, 37.29%, Err 504 (1.0e-04)
625.047 Send DATA 34 12, ID 10930
625.079 Recv DATA 13 29, ID 20909
625.320 Send DATA 35 13, ID 10931
625.353 Recv DATA 14 30, ID 20910
625.575 Send DATA 36 14, ID 10932
625.608 Recv DATA 15 31, ID 20911
625.848 Send DATA 37 15, ID 10933
625.880 Recv DATA 16 32, ID 20912
626.103 Send DATA 38 16, ID 10934
626.135 Recv DATA 17 33, ID 20913
626.373 Send DATA 39 17, ID 10935
626.405 Recv DATA 18 34, ID 20914
626.626 Send DATA 40 18, ID 10936
626.659 Recv DATA 19 35, ID 20915
626.896 Send DATA 41 19, ID 10937
626.929 Recv DATA 20 36, ID 20916
626.930 .... 917 packets received, 2999 bps, 37.49%, Err 504 (1.0e-04)
627.169 Send DATA 42 20, ID 10938
627.201 Recv DATA 21 36, ID 20917
627.424 Send DATA 43 21, ID 10939
627.457 Recv DATA 15 36, ID 20911
627.601 ---- DATA 37 timeout
627.602 Send DATA 37 21, ID 10933
627.728 **** Receiver Error, Bad CRC Checksum
627.949 Send DATA 38 21, ID 10934
627.982 Recv DATA 17 36, ID 20913
628.219 Send DATA 39 21, ID 10935
628.251 Recv DATA 18 36, ID 20914
628.490 Send DATA 40 21, ID 10936
628.522 Recv DATA 19 36, ID 20915
628.745 Send DATA 41 21, ID 10937
628.792 Recv DATA 20 36, ID 20916
629.002 Send DATA 42 21, ID 10938
629.052 Recv DATA 21 37, ID 20917
629.274 Send DATA 43 21, ID 10939
629.322 Recv DATA 22 38, ID 20918
629.323 .... 919 packets received, 2994 bps, 37.43%, Err 506 (1.0e-04)
629.545 Send DATA 44 22, ID 10940
629.577 Recv DATA 23 39, ID 20919
629.800 Send DATA 45 23, ID 10941
629.849 Recv DATA 24 40, ID 20920
630.073 Send DATA 46 24, ID 10942
630.106 Recv DATA 25 41, ID 20921
630.328 Send DATA 47 25, ID 10943
630.376 Recv DATA 26 42, ID 20922
630.600 Send DATA 48 26, ID 10944
630.633 Recv DATA 27 43, ID 20923
630.857 Send DATA 49 27, ID 10945
630.906 Recv DATA 28 44, ID 20924
631.129 Send DATA 50 28, ID 10946
631.161 Recv DATA 29 45, ID 20925
631.383 Send DATA 51 29, ID 10947
631.430 Recv DATA 30 46, ID 20926
631.431 .... 927 packets received, 3010 bps, 37.63%, Err 506 (1.0e-04)
631.657 Send DATA 52 30, ID 10948
631.705 Recv DATA 31 47, ID 20927
631.912 Send DATA 53 31, ID 10949
631.961 Recv DATA 32 48, ID 20928
632.183 Send DATA 54 32, ID 10950
632.199 Recv DATA 33 49, ID 20929
632.438 Send DATA 55 33, ID 10951
632.487 Recv DATA 34 50, ID 20930
632.710 Send DATA 56 34, ID 10952
632.760 Recv DATA 35 50, ID 20931
632.966 Send DATA 57 35, ID 10953
632.998 Recv DATA 36 50, ID 20932
633.160 ---- DATA 51 timeout
633.160 Send DATA 51 36, ID 10947
633.272 Recv DATA 37 50, ID 20933
633.493 Send DATA 52 37, ID 10948
633.525 Recv DATA 38 50, ID 20934
633.526 .... 935 packets received, 3026 bps, 37.82%, Err 506 (1.0e-04)
633.764 Send DATA 53 38, ID 10949
633.797 Recv DATA 39 50, ID 20935
634.021 Send DATA 54 39, ID 10950
634.069 **** Receiver Error, Bad CRC Checksum
634.291 Send DATA 55 39, ID 10951
634.324 Recv DATA 41 50, ID 20937
634.546 Send DATA 56 39, ID 10952
634.579 Recv DATA 42 51, ID 20938
634.819 Send DATA 57 39, ID 10953
634.851 Recv DATA 43 52, ID 20939
635.088 Send DATA 58 39, ID 10954
635.105 Recv DATA 44 53, ID 20940
635.345 Send DATA 59 39, ID 10955
635.394 **** Receiver Error, Bad CRC Checksum
635.616 Send DATA 60 39, ID 10956
635.632 Recv DATA 46 53, ID 20942
635.806 ---- DATA 54 timeout
635.807 Send DATA 54 39, ID 10950
635.918 **** Receiver Error, Bad CRC Checksum
636.141 Send DATA 55 39, ID 10951
636.173 Recv DATA 41 53, ID 20937
636.397 Send DATA 56 39, ID 10952
636.446 Recv DATA 42 53, ID 20938
636.668 Send DATA 57 39, ID 10953
636.716 Recv DATA 43 53, ID 20939
636.923 Send DATA 58 39, ID 10954
636.972 Recv DATA 44 53, ID 20940
637.194 Send DATA 59 39, ID 10955
637.242 Recv DATA 45 54, ID 20941
637.462 Send DATA 60 39, ID 10956
637.495 Recv DATA 46 55, ID 20942
637.718 Send DATA 61 39, ID 10957
637.766 Recv DATA 40 56, ID 20936
637.767 .... 937 packets received, 3012 bps, 37.65%, Err 510 (1.0e-04)
637.989 Send DATA 62 40, ID 10958
638.022 Recv DATA 41 57, ID 20937
638.246 Send DATA 63 41, ID 10959
638.294 Recv DATA 42 58, ID 20938
638.517 Send DATA 0 42, ID 10960
638.564 Recv DATA 43 58, ID 20939
638.771 Send DATA 1 43, ID 10961
638.820 Recv DATA 44 58, ID 20940
638.961 ---- DATA 59 timeout
638.962 Send DATA 59 44, ID 10955
639.087 Recv DATA 45 58, ID 20941
639.307 Send DATA 60 45, ID 10956
639.355 Recv DATA 46 58, ID 20942
639.562 Send DATA 61 46, ID 10957
639.609 Recv DATA 40 58, ID 20936
639.833 Send DATA 62 46, ID 10958
639.881 **** Receiver Error, Bad CRC Checksum
640.102 Send DATA 63 46, ID 10959
640.134 Recv DATA 42 58, ID 20938
640.358 Send DATA 0 46, ID 10960
640.405 Recv DATA 43 59, ID 20939
640.629 Send DATA 1 46, ID 10961
640.662 Recv DATA 44 60, ID 20940
640.888 Send DATA 2 46, ID 10962
640.936 **** Receiver Error, Bad CRC Checksum
641.156 Send DATA 3 46, ID 10963
641.188 Recv DATA 46 62, ID 20942
641.413 Send DATA 4 46, ID 10964
641.461 Recv DATA 47 63, ID 20943
641.462 .... 944 packets received, 3017 bps, 37.72%, Err 513 (1.0e-04)
641.683 Send DATA 5 47, ID 10965
641.716 Recv DATA 48 0, ID 20944
641.939 Send DATA 6 48, ID 10966
641.971 Recv DATA 49 1, ID 20945
642.209 Send DATA 7 49, ID 10967
642.242 **** Receiver Error, Bad CRC Checksum
642.477 Send DATA 8 49, ID 10968
642.494 Recv DATA 51 3, ID 20947
642.733 Send DATA 9 49, ID 10969
642.766 Recv DATA 52 4, ID 20948
643.006 Send DATA 10 49, ID 10970
643.042 Recv DATA 53 5, ID 20949
643.267 Send DATA 11 49, ID 10971
643.314 Recv DATA 54 6, ID 20950
643.537 Send DATA 12 49, ID 10972
643.569 Recv DATA 55 7, ID 20951
643.792 Send DATA 13 49, ID 10973
643.824 Recv DATA 56 8, ID 20952
644.063 Send DATA 14 49, ID 10974
644.096 **** Receiver Error, Bad CRC Checksum
644.317 Send DATA 15 49, ID 10975
644.349 Recv DATA 51 9, ID 20947
644.587 Send DATA 16 49, ID 10976
644.620 Recv DATA 52 9, ID 20948
644.765 ---- DATA 10 timeout
644.765 Send DATA 10 49, ID 10970
644.876 Recv DATA 53 9, ID 20949
645.114 Send DATA 11 49, ID 10971
645.147 Recv DATA 54 9, ID 20950
645.371 Send DATA 12 49, ID 10972
645.404 Recv DATA 55 9, ID 20951
645.644 Send DATA 13 49, ID 10973
645.676 Recv DATA 56 9, ID 20952
645.899 Send DATA 14 49, ID 10974
645.964 Recv DATA 50 9, ID 20946
645.964 .... 947 packets received, 3006 bps, 37.57%, Err 515 (1.0e-04)
646.169 Send DATA 15 50, ID 10975
646.202 Recv DATA 51 10, ID 20947
646.439 Send DATA 16 51, ID 10976
646.471 Recv DATA 52 11, ID 20948
646.694 Send DATA 17 52, ID 10977
646.727 Recv DATA 53 12, ID 20949
646.965 Send DATA 18 53, ID 10978
647.218 Send DATA 19 53, ID 10979
647.250 Recv DATA 55 14, ID 20951
647.490 Send DATA 20 53, ID 10980
647.522 Recv DATA 56 15, ID 20952
647.759 Send DATA 21 53, ID 10981
647.776 Recv DATA 57 16, ID 20953
648.014 Send DATA 22 53, ID 10982
648.063 **** Receiver Error, Bad CRC Checksum
648.287 Send DATA 23 53, ID 10983
648.319 **** Receiver Error, Bad CRC Checksum
648.477 ---- DATA 17 timeout
648.478 Send DATA 17 53, ID 10977
648.589 Recv DATA 60 19, ID 20956
648.811 Send DATA 18 53, ID 10978
648.844 Recv DATA 54 20, ID 20950
648.844 .... 951 packets received, 3005 bps, 37.56%, Err 519 (1.0e-04)
649.067 Send DATA 19 54, ID 10979
649.114 **** Receiver Error, Bad CRC Checksum
649.338 Send DATA 20 54, ID 10980
649.371 Recv DATA 56 20, ID 20952
649.595 Send DATA 21 54, ID 10981
649.644 Recv DATA 57 20, ID 20953
649.865 Send DATA 22 54, ID 10982
649.914 Recv DATA 58 20, ID 20954
650.125 Send DATA 23 54, ID 10983
650.173 Recv DATA 59 20, ID 20955
650.396 Send DATA 24 54, ID 10984
650.444 Recv DATA 60 20, ID 20956
650.651 Send DATA 25 54, ID 10985
650.699 Recv DATA 61 20, ID 20957
650.923 Send DATA 26 54, ID 10986
650.956 Recv DATA 55 21, ID 20951
650.958 .... 952 packets received, 2998 bps, 37.48%, Err 520 (1.0e-04)
651.180 Send DATA 27 55, ID 10987
651.212 Recv DATA 56 22, ID 20952
651.450 Send DATA 28 56, ID 10988
651.482 Recv DATA 57 23, ID 20953
651.718 Send DATA 29 57, ID 10989
651.735 **** Receiver Error, Bad CRC Checksum
651.973 Send DATA 30 57, ID 10990
652.007 Recv DATA 59 25, ID 20955
652.242 Send DATA 31 57, ID 10991
652.274 **** Receiver Error, Bad CRC Checksum
652.512 Send DATA 32 57, ID 10992
652.545 Recv DATA 61 27, ID 20957
652.769 Send DATA 33 57, ID 10993
652.817 Recv DATA 62 27, ID 20958
653.040 Send DATA 34 57, ID 10994
653.072 **** Receiver Error, Bad CRC Checksum
653.214 ---- DATA 28 timeout
653.215 Send DATA 28 57, ID 10988
653.327 **** Receiver Error, Bad CRC Checksum
653.564 Send DATA 29 57, ID 10989
653.596 **** Receiver Error, Bad CRC Checksum
653.820 Send DATA 30 57, ID 10990
653.868 Recv DATA 59 27, ID 20955
654.086 Send DATA 31 57, ID 10991
654.119 Recv DATA 60 27, ID 20956
654.354 Send DATA 32 57, ID 10992
654.387 Recv DATA 61 27, ID 20957
654.622 Send DATA 33 57, ID 10993
654.654 Recv DATA 62 28, ID 20958
654.876 Send DATA 34 57, ID 10994
654.909 **** Receiver Error, Bad CRC Checksum
655.145 Send DATA 35 57, ID 10995
655.178 **** Receiver Error, Bad CRC Checksum
655.321 ---- DATA 29 timeout
655.322 Send DATA 29 57, ID 10989
655.431 Recv DATA 58 31, ID 20954
655.433 .... 955 packets received, 2987 bps, 37.34%, Err 528 (1.0e-04)
655.672 Send DATA 30 58, ID 10990
655.704 Recv DATA 59 32, ID 20955
655.944 Send DATA 31 59, ID 10991
655.977 Recv DATA 60 33, ID 20956
656.201 Send DATA 32 60, ID 10992
656.234 Recv DATA 61 34, ID 20957
656.459 Send DATA 33 61, ID 10993
656.507 Recv DATA 62 35, ID 20958
656.730 Send DATA 34 62, ID 10994
656.762 Recv DATA 63 35, ID 20959
656.999 Send DATA 35 63, ID 10995
657.032 Recv DATA 0 35, ID 20960
657.254 Send DATA 36 0, ID 10996
657.302 Recv DATA 1 35, ID 20961
657.524 Send DATA 37 1, ID 10997
657.571 Recv DATA 2 35, ID 20962
657.572 .... 963 packets received, 3003 bps, 37.53%, Err 528 (1.0e-04)
657.778 Send DATA 38 2, ID 10998
657.827 Recv DATA 3 35, ID 20963
658.051 Send DATA 39 3, ID 10999
658.099 **** Receiver Error, Bad CRC Checksum
658.320 Send DATA 40 3, ID 11000
658.336 Recv DATA 62 35, ID 20958
658.572 Send DATA 41 3, ID 11001
658.622 Recv DATA 63 36, ID 20959
658.843 Send DATA 42 3, ID 11002
658.875 Recv DATA 0 37, ID 20960
659.098 Send DATA 43 3, ID 11003
659.145 Recv DATA 1 38, ID 20961
659.368 Send DATA 44 3, ID 11004
659.401 Recv DATA 2 39, ID 20962
659.639 Send DATA 45 3, ID 11005
659.670 Recv DATA 3 40, ID 20963
659.893 Send DATA 46 3, ID 11006
659.925 Recv DATA 4 41, ID 20964
659.926 .... 965 packets received, 2998 bps, 37.47%, Err 529 (1.0e-04)
660.165 Send DATA 47 4, ID 11007
660.196 Recv DATA 5 42, ID 20965
660.420 Send DATA 48 5, ID 11008
660.452 Recv DATA 6 43, ID 20966
660.690 Send DATA 49 6, ID 11009
660.723 Recv DATA 7 44, ID 20967
660.952 Send DATA 50 7, ID 11010
660.985 Recv DATA 8 45, ID 20968
661.224 Send DATA 51 8, ID 11011
661.255 **** Receiver Error, Bad CRC Checksum
661.476 Send DATA 52 8, ID 11012
661.508 Recv DATA 10 46, ID 20970
661.747 Send DATA 53 8, ID 11013
661.780 **** Receiver Error, Bad CRC Checksum
661.924 ---- DATA 47 timeout
661.925 Send DATA 47 8, ID 11007
662.038 **** Receiver Error, Bad CRC Checksum
662.275 Send DATA 48 8, ID 11008
662.324 Recv DATA 6 46, ID 20966
662.530 Send DATA 49 8, ID 11009
662.578 Recv DATA 7 46, ID 20967
662.803 Send DATA 50 8, ID 11010
662.851 **** Receiver Error, Bad CRC Checksum
663.060 Send DATA 51 8, ID 11011
663.109 Recv DATA 9 46, ID 20969
663.110 .... 970 packets received, 2999 bps, 37.49%, Err 533 (1.0e-04)
663.335 Send DATA 52 9, ID 11012
663.384 Recv DATA 10 46, ID 20970
663.591 Send DATA 53 10, ID 11013
663.622 Recv DATA 11 46, ID 20971
663.862 ---- DATA 47 timeout
663.863 Send DATA 47 11, ID 11007
663.895 Recv DATA 12 46, ID 20972
664.117 Send DATA 48 12, ID 11008
664.150 Recv DATA 13 46, ID 20973
664.387 Send DATA 49 13, ID 11009
664.419 Recv DATA 14 46, ID 20974
664.642 Send DATA 50 14, ID 11010
664.691 Recv DATA 15 46, ID 20975
664.913 Send DATA 51 15, ID 11011
664.946 Recv DATA 16 46, ID 20976
665.185 Send DATA 52 16, ID 11012
665.218 **** Receiver Error, Bad CRC Checksum
665.441 Send DATA 53 16, ID 11013
665.473 Recv DATA 18 46, ID 20978
665.616 ---- DATA 47 timeout
665.617 Send DATA 47 16, ID 11007
665.743 Recv DATA 19 46, ID 20979
665.965 Send DATA 48 16, ID 11008
665.998 Recv DATA 20 46, ID 20980
666.237 Send DATA 49 16, ID 11009
666.285 Recv DATA 21 46, ID 20981
666.492 Send DATA 50 16, ID 11010
666.539 Recv DATA 22 46, ID 20982
666.763 Send DATA 51 16, ID 11011
666.811 Recv DATA 23 46, ID 20983
667.033 Send DATA 52 16, ID 11012
667.065 Recv DATA 17 47, ID 20977
667.066 .... 978 packets received, 3006 bps, 37.57%, Err 537 (1.0e-04)
667.288 Send DATA 53 17, ID 11013
667.336 **** Receiver Error, Bad CRC Checksum
667.558 Send DATA 54 17, ID 11014
667.591 Recv DATA 19 49, ID 20979
667.812 Send DATA 55 17, ID 11015
667.860 Recv DATA 20 50, ID 20980
668.083 Send DATA 56 17, ID 11016
668.115 Recv DATA 21 51, ID 20981
668.352 Send DATA 57 17, ID 11017
668.385 Recv DATA 22 52, ID 20982
668.608 Send DATA 58 17, ID 11018
668.656 Recv DATA 23 53, ID 20983
668.878 Send DATA 59 17, ID 11019
668.911 Recv DATA 24 54, ID 20984
669.131 Send DATA 60 17, ID 11020
669.163 Recv DATA 18 55, ID 20978
669.164 .... 979 packets received, 2999 bps, 37.49%, Err 538 (1.0e-04)
669.404 Send DATA 61 18, ID 11021
669.436 Recv DATA 19 56, ID 20979
669.659 Send DATA 62 19, ID 11022
669.692 Recv DATA 20 57, ID 20980
669.932 Send DATA 63 20, ID 11023
669.965 Recv DATA 21 58, ID 20981
670.187 Send DATA 0 21, ID 11024
670.220 Recv DATA 22 59, ID 20982
670.460 Send DATA 1 22, ID 11025
670.493 Recv DATA 23 60, ID 20983
670.715 Send DATA 2 23, ID 11026
670.767 Recv DATA 24 61, ID 20984
670.989 Send DATA 3 24, ID 11027
671.021 Recv DATA 25 61, ID 20985
671.243 Send DATA 4 25, ID 11028
671.292 Recv DATA 26 61, ID 20986
671.292 .... 987 packets received, 3014 bps, 37.68%, Err 538 (1.0e-04)
671.436 ---- DATA 62 timeout
671.437 Send DATA 62 26, ID 11022
671.575 Recv DATA 27 61, ID 20987
671.785 Send DATA 63 27, ID 11023
671.833 Recv DATA 28 61, ID 20988
672.041 Send DATA 0 28, ID 11024
672.088 Recv DATA 29 61, ID 20989
672.312 Send DATA 1 29, ID 11025
672.344 Recv DATA 30 61, ID 20990
672.565 Send DATA 2 30, ID 11026
672.613 Recv DATA 31 61, ID 20991
672.835 Send DATA 3 31, ID 11027
672.884 Recv DATA 32 62, ID 20992
673.096 Send DATA 4 32, ID 11028
673.129 Recv DATA 33 62, ID 20993
673.355 Send DATA 5 33, ID 11029
673.404 Recv DATA 27 62, ID 20987
673.532 ---- DATA 63 timeout
673.533 Send DATA 63 33, ID 11023
673.675 Recv DATA 28 62, ID 20988
673.885 Send DATA 0 33, ID 11024
673.934 Recv DATA 29 62, ID 20989
674.156 Send DATA 1 33, ID 11025
674.205 Recv DATA 30 62, ID 20990
674.413 Send DATA 2 33, ID 11026
674.460 Recv DATA 31 62, ID 20991
674.683 Send DATA 3 33, ID 11027
674.732 Recv DATA 32 62, ID 20992
674.940 Send DATA 4 33, ID 11028
674.972 Recv DATA 33 63, ID 20993
675.214 Send DATA 5 33, ID 11029
675.262 Recv DATA 34 0, ID 20994
